trait_coding_logic,trait_visual_creativity,trait_math_analytical,trait_leadership_strategy,trait_physical_mechanical,trait_empathy_caregiving,trait_writing_argument,trait_teaching_mentoring,trait_scientific_inquiry,trait_risk_operations,career_category
4.28,1.47,8.67,0.43,2.11,1.01,2.93,1.53,4.89,3.39,Analyst
0.9,0.0,3.78,2.8,2.1,7.33,1.68,5.35,4.4,1.55,Healthcare Professional
1.14,2.82,4.66,6.73,7.84,3.26,1.05,5.22,2.35,1.8,Sports Professional
6.95,2.91,5.09,0.87,0.0,0.0,1.65,1.64,2.91,1.63,Developer
1.17,3.67,1.83,3.53,1.36,6.76,4.47,8.03,2.65,2.74,Educator
0.87,0.88,2.64,2.83,3.6,6.8,2.0,3.18,6.95,4.17,Healthcare Professional
2.8,1.71,6.16,2.31,5.91,0.08,1.71,2.65,3.49,2.94,Engineer
1.62,1.5,4.74,8.57,2.06,1.55,3.13,4.57,1.86,5.95,Manager
4.34,2.85,6.26,0.62,2.36,1.96,3.55,1.03,4.16,4.75,Analyst
0.17,2.59,1.08,5.62,7.8,2.41,2.49,4.53,2.68,0.7,Sports Professional
1.04,2.39,2.81,4.63,8.33,3.16,2.4,4.48,3.9,3.02,Sports Professional
0.11,2.94,1.6,5.82,8.22,4.27,1.82,3.84,2.94,2.0,Sports Professional
3.7,2.13,7.96,3.1,0.0,0.32,2.73,2.51,3.94,4.92,Analyst
1.59,1.79,1.86,1.74,7.47,2.81,3.39,4.47,1.41,3.25,Sports Professional
1.42,1.93,2.56,5.22,8.58,1.61,3.83,6.66,0.28,2.96,Sports Professional
1.33,8.78,2.14,2.27,0.8,2.14,4.38,1.09,1.69,1.71,Designer
4.25,2.1,6.83,1.35,0.96,3.04,3.07,1.7,4.18,4.36,Analyst
2.3,1.53,1.8,4.91,0.51,3.37,8.26,2.16,4.86,4.24,Lawyer
3.43,2.81,5.49,2.07,7.09,0.57,2.01,2.12,1.61,3.59,Engineer
3.88,1.54,5.3,2.16,1.12,1.24,4.57,2.72,7.1,3.41,Researcher
7.03,2.19,5.89,1.57,0.47,0.85,2.07,0.0,3.41,1.12,Developer
3.07,1.49,1.77,5.54,0.0,2.73,3.43,4.91,3.48,5.51,Manager
5.2,3.17,5.08,3.08,2.1,1.34,4.77,3.76,8.14,4.18,Researcher
3.74,0.95,7.75,2.34,2.94,1.53,4.63,0.95,2.08,3.49,Analyst
6.11,2.01,5.85,2.25,0.39,0.0,2.47,0.4,1.18,0.0,Developer
4.79,2.99,5.48,1.49,0.48,1.5,2.87,1.89,3.87,3.69,Analyst
3.88,2.92,8.26,2.78,0.4,1.36,1.06,2.2,3.81,4.62,Analyst
3.36,3.44,6.86,3.77,7.76,0.2,2.83,2.11,3.29,2.57,Engineer
1.28,2.1,2.94,5.23,3.11,0.0,9.64,4.34,3.83,6.69,Lawyer
7.77,2.66,3.84,0.7,0.94,1.48,0.02,1.35,3.13,2.76,Developer
3.35,2.28,7.05,2.27,6.39,0.0,2.33,1.32,4.1,1.8,Engineer
7.28,2.82,4.37,2.8,0.93,2.01,2.31,1.91,3.51,2.4,Developer
7.33,2.1,6.8,1.68,1.93,0.0,2.24,2.3,3.07,2.96,Developer
1.42,1.62,2.23,5.55,0.85,3.13,9.24,3.29,3.56,5.03,Lawyer
5.06,2.74,5.72,2.13,1.85,1.75,1.92,0.0,3.17,4.44,Analyst
1.49,2.85,5.08,6.74,0.65,1.26,4.17,4.02,2.22,7.49,Manager
0.0,1.73,0.71,5.21,7.42,2.91,1.84,4.6,1.86,1.63,Sports Professional
7.42,2.47,3.94,2.85,1.04,1.4,2.86,0.58,3.43,1.76,Developer
3.83,2.16,5.23,2.64,6.65,2.69,3.37,2.59,3.58,2.41,Engineer
4.03,2.28,7.54,1.9,8.71,2.06,3.59,2.16,2.79,4.87,Engineer
2.31,1.82,1.29,3.93,0.16,5.37,4.71,7.9,3.3,3.04,Educator
0.0,0.36,2.95,2.59,1.14,7.65,3.17,4.32,6.9,2.29,Healthcare Professional
1.35,8.37,2.37,3.09,1.37,1.87,2.51,1.11,0.0,1.89,Designer
4.41,2.7,6.96,2.12,0.0,1.72,3.29,3.06,4.21,4.24,Analyst
3.9,2.63,6.32,2.89,8.29,1.24,2.2,2.05,3.38,2.18,Engineer
0.9,0.99,3.73,6.64,0.99,3.42,8.71,3.35,3.12,5.75,Lawyer
3.43,1.86,5.09,1.65,6.89,0.0,0.78,1.06,3.79,3.05,Engineer
1.33,0.74,3.19,5.99,1.67,2.69,4.71,4.53,1.21,5.78,Manager
1.15,6.37,2.56,2.31,0.59,0.12,3.88,3.27,0.0,1.09,Designer
2.14,0.86,2.31,3.36,1.18,4.62,5.99,6.84,1.91,4.12,Educator
2.64,1.92,4.05,0.85,0.86,3.53,6.9,3.47,8.52,2.49,Researcher
8.35,2.67,7.25,2.42,0.41,1.02,1.96,0.08,2.15,1.5,Developer
4.39,1.03,6.74,1.32,0.86,0.72,3.82,2.37,3.44,3.78,Analyst
2.75,1.24,1.89,4.51,2.86,6.59,3.58,7.61,3.3,2.35,Educator
3.78,0.71,5.22,2.6,8.57,2.29,1.79,2.14,4.39,1.8,Engineer
1.68,2.43,3.01,8.2,1.42,2.04,3.19,4.07,0.0,6.71,Manager
2.53,1.53,1.24,7.47,1.02,2.65,5.81,4.16,1.23,5.45,Manager
1.44,1.54,1.34,7.09,0.7,2.14,7.51,3.91,3.48,4.11,Lawyer
3.72,1.75,5.58,3.04,6.05,0.0,2.01,2.86,4.68,2.8,Engineer
1.17,0.89,1.69,3.57,0.0,3.49,7.99,4.25,3.98,4.91,Lawyer
0.9,1.54,2.98,6.12,1.16,2.8,7.14,2.85,4.47,4.98,Lawyer
2.1,3.36,3.15,5.99,0.42,2.27,7.34,4.11,3.68,5.07,Lawyer
1.27,1.87,2.85,3.14,1.35,6.4,3.38,2.98,5.86,1.83,Healthcare Professional
1.95,1.35,2.02,3.83,8.14,2.07,1.27,6.57,2.76,2.83,Sports Professional
5.69,1.12,5.75,4.62,3.04,1.67,1.86,2.87,3.4,4.4,Analyst
4.33,2.45,6.59,1.81,1.46,2.35,2.44,0.8,6.46,5.2,Analyst
2.2,2.2,2.61,5.23,0.05,2.38,8.12,4.83,4.61,5.55,Lawyer
2.32,2.46,1.66,3.78,2.17,9.1,2.79,3.99,6.21,0.87,Healthcare Professional
3.14,2.56,5.22,2.29,7.56,0.92,3.21,1.7,2.66,2.22,Engineer
0.93,1.43,3.08,3.2,0.43,8.75,1.74,3.88,7.16,4.1,Healthcare Professional
0.0,3.2,3.54,6.2,2.12,2.72,7.28,3.34,3.89,4.55,Lawyer
2.43,1.43,2.72,3.67,3.94,8.37,2.16,4.63,4.58,2.54,Healthcare Professional
2.93,3.35,7.34,2.47,4.99,0.82,2.03,1.79,3.8,2.57,Engineer
4.39,1.86,4.29,1.34,2.73,3.36,5.48,3.32,6.41,2.92,Researcher
0.79,3.37,4.37,4.75,0.36,6.72,3.65,7.69,3.17,2.82,Educator
4.91,1.9,6.86,3.09,1.76,0.0,2.41,4.09,4.03,5.11,Analyst
1.09,2.17,2.94,4.7,1.17,6.31,4.81,8.66,3.89,4.13,Educator
2.93,8.45,2.22,2.07,1.86,1.68,1.57,2.04,1.03,1.57,Designer
7.48,4.1,7.0,1.09,0.46,1.42,1.1,1.77,3.69,3.1,Developer
7.44,3.36,4.61,1.95,0.52,0.29,1.9,0.57,2.5,0.92,Developer
0.97,3.73,3.54,5.26,2.22,6.19,3.71,9.19,3.31,1.38,Educator
1.65,2.6,1.58,5.16,0.0,5.77,3.67,8.16,3.92,1.23,Educator
0.83,1.57,4.33,6.04,0.0,2.6,8.7,3.41,5.63,5.78,Lawyer
0.88,1.08,3.4,8.43,0.0,3.31,3.85,3.84,0.56,7.14,Manager
3.95,2.51,6.44,1.7,0.63,3.52,5.87,2.5,8.64,4.65,Researcher
1.96,1.09,3.14,4.37,2.99,5.8,5.74,7.96,3.13,2.75,Educator
3.21,1.65,6.52,0.47,0.74,2.12,5.52,4.14,8.78,3.97,Researcher
4.35,2.61,4.96,2.26,2.47,2.51,4.77,2.96,8.82,2.27,Researcher
1.48,1.5,1.54,8.1,1.21,2.89,7.69,2.71,4.64,5.26,Lawyer
8.2,2.0,4.76,1.5,0.85,0.59,2.63,2.36,3.08,3.33,Developer
0.23,8.26,0.7,2.4,1.87,0.65,3.51,2.73,2.88,1.51,Designer
0.9,1.61,2.81,4.42,8.0,3.81,3.97,4.1,1.21,1.61,Sports Professional
1.13,6.26,0.42,0.86,0.7,1.36,1.59,2.31,1.79,1.51,Designer
2.23,7.43,2.39,1.35,0.0,0.31,2.52,0.98,1.94,0.53,Designer
0.4,2.41,1.83,3.86,1.29,5.72,6.4,9.59,4.27,4.12,Educator
2.1,1.31,3.32,4.42,1.43,6.85,7.29,8.43,1.99,3.84,Educator
6.61,0.56,4.92,0.31,2.48,1.91,1.38,3.53,3.88,1.71,Developer
6.62,3.21,6.54,0.76,1.87,1.37,2.74,3.21,2.78,1.32,Developer
1.26,3.38,0.83,3.6,2.06,5.72,4.62,6.16,2.23,3.11,Educator
3.5,2.81,5.51,2.52,5.43,1.76,3.63,1.04,2.65,3.4,Engineer
4.3,2.21,7.15,1.0,0.23,2.81,4.29,1.2,4.11,3.44,Analyst
0.51,1.74,2.53,4.03,1.0,5.73,4.01,7.56,2.31,1.82,Educator
1.87,1.43,5.02,0.71,1.53,2.92,6.77,5.14,6.93,2.9,Researcher
0.55,2.93,2.24,3.69,8.84,3.54,2.81,4.34,2.54,4.23,Sports Professional
2.05,1.54,0.93,3.93,7.04,2.49,1.7,3.68,2.01,1.44,Sports Professional
3.07,7.87,0.0,0.74,1.28,0.45,2.13,2.03,3.32,1.24,Designer
5.14,4.79,5.98,1.63,2.06,3.11,2.78,2.35,3.12,1.87,Developer
0.95,1.41,2.98,5.44,1.45,2.33,8.19,2.83,5.12,4.52,Lawyer
2.05,1.04,1.5,6.98,8.29,2.77,1.57,4.84,2.62,0.56,Sports Professional
2.0,2.21,4.35,5.3,1.57,3.17,7.72,3.61,4.24,6.9,Lawyer
2.88,3.29,3.61,7.04,2.23,1.37,4.21,5.72,1.25,7.25,Manager
3.96,1.08,4.46,2.28,1.66,2.92,3.89,3.36,8.49,3.67,Researcher
0.0,2.64,2.23,4.3,9.31,3.01,2.35,5.12,1.53,2.04,Sports Professional
3.73,2.24,5.42,1.09,0.11,3.15,4.13,2.81,9.25,3.15,Researcher
7.6,1.21,6.33,0.9,2.69,1.97,1.6,2.65,3.06,2.77,Developer
3.58,1.95,4.39,0.92,1.63,2.05,5.97,3.56,8.01,3.89,Researcher
2.65,2.78,1.35,1.85,1.3,6.95,1.01,3.99,6.63,3.36,Healthcare Professional
6.54,0.0,5.89,2.31,0.0,0.09,2.56,3.35,3.02,1.34,Developer
1.76,3.26,2.96,4.59,1.9,5.09,3.45,7.68,4.4,2.35,Educator
0.3,3.46,4.28,8.79,1.35,0.12,5.38,3.72,1.3,6.64,Manager
1.21,2.13,2.46,8.18,0.1,1.45,4.58,5.58,3.43,7.45,Manager
2.78,0.64,4.62,1.37,1.42,2.93,5.25,3.67,8.42,1.89,Researcher
0.59,0.71,3.3,3.07,3.25,10.23,1.36,4.13,6.13,2.49,Healthcare Professional
1.1,3.4,2.56,4.1,2.43,7.49,1.32,3.07,7.02,4.06,Healthcare Professional
2.79,2.01,3.16,4.04,0.49,4.73,3.83,8.89,1.25,2.8,Educator
4.81,1.65,7.41,3.95,0.37,1.55,4.28,2.24,2.05,4.95,Analyst
4.37,2.05,4.82,2.45,7.7,0.58,2.25,2.3,2.68,3.36,Engineer
2.08,2.54,2.92,2.9,0.89,9.57,2.06,4.31,6.23,1.29,Healthcare Professional
5.29,1.98,6.18,1.05,0.92,0.39,5.83,2.7,8.54,2.55,Researcher
1.76,3.62,3.41,8.71,1.79,2.66,2.19,5.34,1.89,6.1,Manager
3.63,0.98,4.8,0.38,1.38,3.69,6.2,3.6,7.82,2.51,Researcher
3.75,2.83,3.58,2.06,2.52,2.4,6.87,4.7,7.84,2.67,Researcher
1.83,7.91,1.81,2.87,1.88,1.7,1.36,1.66,2.81,1.53,Designer
2.25,0.66,3.75,3.02,2.24,7.47,2.82,4.12,4.69,1.63,Healthcare Professional
3.36,1.11,6.88,1.74,0.76,0.86,2.26,3.04,4.6,5.35,Analyst
5.48,1.35,6.72,1.83,0.95,2.02,3.6,1.15,2.61,3.68,Analyst
0.49,2.02,2.59,4.04,2.62,7.17,4.51,7.8,3.47,3.46,Educator
0.93,2.58,4.26,7.18,1.02,1.42,5.49,4.39,1.17,5.86,Manager
0.0,2.07,3.69,2.45,1.89,6.1,3.38,4.64,7.04,3.84,Healthcare Professional
0.88,1.48,3.79,4.73,2.08,6.82,4.95,8.85,2.4,3.74,Educator
2.44,3.55,1.91,4.87,1.3,5.91,4.63,7.66,2.61,3.39,Educator
3.8,1.52,9.21,2.36,1.18,1.44,2.26,3.46,3.03,3.49,Analyst
2.12,8.66,2.57,2.23,2.58,0.13,2.95,2.56,0.88,0.15,Designer
3.88,3.2,2.2,5.55,0.0,1.74,7.81,3.17,6.35,3.82,Lawyer
5.0,1.82,6.37,2.78,1.5,2.15,3.31,1.76,4.39,4.56,Analyst
4.76,2.19,7.94,2.55,1.0,2.58,4.36,0.64,3.51,3.88,Analyst
3.73,2.59,5.88,1.59,2.0,3.44,5.16,3.5,7.31,2.56,Researcher
2.11,1.37,2.64,1.24,1.42,7.31,1.78,4.3,6.11,1.27,Healthcare Professional
0.0,2.3,4.33,1.65,1.85,7.67,3.27,1.85,7.63,2.4,Healthcare Professional
0.81,0.29,1.08,3.89,9.09,3.23,1.41,2.84,4.09,2.98,Sports Professional
1.7,0.75,1.04,3.78,8.7,3.55,3.14,5.0,1.44,2.32,Sports Professional
4.4,1.27,7.23,2.22,6.8,1.97,1.95,3.71,2.73,1.44,Engineer
2.19,1.99,3.23,8.15,2.7,2.27,3.54,4.33,4.27,6.62,Manager
1.03,1.11,2.85,2.12,1.6,8.32,2.8,4.23,5.95,3.27,Healthcare Professional
0.0,1.71,3.69,1.78,0.9,6.47,2.56,3.69,5.75,2.17,Healthcare Professional
2.0,2.13,4.48,8.1,0.0,1.27,5.23,4.32,3.07,6.37,Manager
2.99,3.73,3.54,9.68,0.64,2.36,5.29,4.09,0.76,5.05,Manager
0.24,2.09,4.05,7.76,0.2,2.84,5.33,5.34,2.89,6.0,Manager
1.94,1.72,1.02,4.34,1.14,7.16,4.07,7.99,1.96,2.19,Educator
8.39,2.43,5.21,1.64,0.25,2.88,0.55,1.67,4.82,2.01,Developer
1.24,8.55,1.32,1.91,2.8,0.91,1.08,1.05,2.89,1.73,Designer
0.19,0.13,3.56,4.0,3.91,6.67,3.19,4.75,5.48,1.67,Healthcare Professional
1.79,1.3,4.12,6.97,1.67,1.75,2.45,3.62,1.61,7.73,Manager
1.06,0.28,2.44,5.15,0.98,7.65,1.75,3.89,5.27,2.28,Healthcare Professional
1.3,1.97,3.09,3.69,2.44,7.95,4.44,3.51,7.31,1.28,Healthcare Professional
0.77,7.52,2.45,1.12,2.94,2.6,1.09,1.16,0.0,0.8,Designer
5.67,2.25,8.12,3.05,2.28,0.0,3.6,2.89,2.3,3.7,Analyst
2.0,7.52,1.69,1.66,0.62,0.0,1.9,2.17,0.79,1.51,Designer
5.56,3.9,6.21,0.77,0.78,0.13,3.04,2.67,4.84,4.68,Analyst
1.76,7.3,1.46,2.0,0.55,1.05,2.04,3.91,0.0,1.34,Designer
1.45,0.94,3.3,5.47,2.44,3.12,8.61,2.96,6.67,4.6,Lawyer
4.81,1.94,8.44,2.71,1.11,1.78,2.92,2.01,2.97,3.82,Analyst
1.48,1.1,3.39,4.64,7.82,2.26,2.19,3.07,0.0,1.1,Sports Professional
7.0,2.38,7.0,0.65,2.45,0.71,3.19,0.23,3.53,1.34,Developer
7.27,2.02,6.22,0.0,1.04,1.5,3.67,1.07,3.29,0.38,Developer
1.8,8.27,1.5,1.72,1.2,0.94,3.61,2.41,2.23,2.23,Designer
1.24,2.2,3.19,4.82,2.16,8.89,2.21,3.18,6.65,2.42,Healthcare Professional
0.45,0.31,2.68,5.59,7.38,2.85,1.57,4.3,1.26,1.51,Sports Professional
2.23,7.69,1.33,2.3,1.01,3.14,1.36,3.38,1.9,1.77,Designer
1.09,2.02,4.88,2.56,7.21,0.45,2.62,3.47,5.9,2.33,Engineer
1.97,1.9,1.38,4.22,5.59,3.91,2.24,4.34,0.5,3.5,Sports Professional
7.2,4.0,5.27,0.15,0.78,0.75,0.0,1.45,2.79,2.63,Developer
1.66,3.16,2.9,6.47,1.28,1.93,4.49,4.48,1.69,6.43,Manager
0.7,3.94,1.54,3.67,2.01,7.31,4.31,7.34,2.9,3.31,Educator
2.99,2.84,3.56,5.97,0.81,1.69,7.76,4.32,6.14,4.27,Lawyer
0.0,1.4,1.68,4.7,8.32,2.97,2.17,5.09,2.55,3.88,Sports Professional
2.81,2.13,6.74,1.49,8.9,0.0,4.1,3.55,3.63,1.52,Engineer
3.44,2.39,8.5,3.18,1.98,1.31,2.58,1.34,3.45,4.43,Analyst
2.96,3.49,5.56,2.52,2.47,3.06,7.18,1.61,7.1,2.37,Researcher
2.72,3.34,6.17,1.99,6.87,1.56,2.19,0.91,1.75,4.69,Engineer
7.82,2.94,6.07,2.5,1.37,0.78,2.61,3.21,2.88,1.12,Developer
3.04,1.08,4.18,0.78,0.87,3.93,6.12,4.65,7.14,1.25,Researcher
1.32,1.49,2.3,3.34,10.23,4.22,2.86,4.87,2.37,0.98,Sports Professional
2.22,1.33,3.4,7.53,0.83,4.22,3.72,5.03,0.26,6.89,Manager
1.72,2.22,2.61,2.89,2.28,6.22,4.83,7.75,2.7,2.97,Educator
4.83,1.97,8.86,0.0,1.46,2.15,4.03,1.94,3.69,5.39,Analyst
1.12,8.37,1.84,2.57,1.44,0.19,2.57,2.94,1.97,2.2,Designer
0.7,0.0,6.32,3.13,2.08,6.61,1.18,3.92,6.3,3.13,Healthcare Professional
1.37,9.02,1.52,2.7,0.19,1.71,0.71,1.76,2.4,1.03,Designer
3.72,1.47,8.66,1.8,1.11,0.8,2.72,1.96,2.8,3.64,Analyst
7.24,1.09,6.29,1.43,0.84,3.87,2.27,0.82,2.62,3.03,Developer
1.63,0.5,1.0,4.6,2.26,4.79,5.49,7.82,2.08,2.0,Educator
1.8,2.31,2.44,6.56,1.85,1.47,3.55,5.37,1.06,6.74,Manager
4.63,1.32,8.83,1.2,0.7,0.87,1.96,1.75,2.72,4.51,Analyst
3.5,1.87,4.41,2.76,0.37,2.29,6.53,2.81,6.6,1.09,Researcher
4.89,1.47,6.0,3.11,2.09,2.85,5.82,2.17,6.59,3.7,Researcher
5.62,0.96,5.34,1.23,0.0,3.4,3.19,1.17,3.91,4.67,Analyst
2.95,2.9,3.85,6.18,1.47,2.83,7.85,3.14,5.51,3.83,Lawyer
3.95,1.83,6.78,2.44,1.1,2.18,5.37,2.8,9.52,3.11,Researcher
8.0,2.57,5.98,0.67,1.15,0.0,1.9,0.69,2.34,3.11,Developer
4.4,2.12,7.22,2.34,0.0,1.82,3.58,2.44,4.43,4.68,Analyst
0.0,2.44,0.93,4.32,0.84,7.07,4.34,7.31,4.08,1.72,Educator
1.06,7.98,1.44,2.67,1.53,2.12,3.48,2.62,2.25,0.6,Designer
1.41,0.83,2.98,4.26,2.35,2.52,8.83,3.29,4.67,6.02,Lawyer
1.56,0.69,3.23,3.7,0.42,6.3,4.17,9.14,2.2,4.5,Educator
0.86,1.6,2.13,5.22,7.76,3.52,0.75,5.3,1.59,2.08,Sports Professional
0.79,1.57,2.84,6.92,2.04,1.27,8.56,4.24,3.29,5.52,Lawyer
0.0,7.42,1.44,1.12,1.61,1.12,1.76,1.05,1.36,2.51,Designer
0.22,0.37,3.7,8.17,1.79,4.18,7.61,2.93,4.91,5.86,Lawyer
1.81,2.13,1.11,4.39,1.35,6.14,3.07,7.62,3.43,4.19,Educator
3.85,0.67,5.15,2.35,1.68,2.13,6.27,4.53,7.86,4.37,Researcher
4.16,2.12,4.79,2.42,1.47,2.25,5.64,3.65,7.01,3.3,Researcher
1.73,1.17,3.38,2.79,1.38,8.43,2.21,4.07,6.92,3.32,Healthcare Professional
0.12,2.83,2.34,4.17,8.03,2.66,2.62,6.02,1.35,2.88,Sports Professional
2.21,2.58,2.06,4.45,1.15,6.03,4.46,8.67,3.14,0.78,Educator
2.81,2.91,6.27,3.93,7.46,0.0,2.58,3.92,4.14,2.29,Engineer
0.0,2.07,2.69,3.68,9.51,2.65,2.46,3.89,3.34,2.77,Sports Professional
1.14,2.61,4.84,7.9,0.66,2.25,7.07,3.61,3.53,4.53,Lawyer
1.94,1.3,3.08,4.44,8.77,2.31,0.23,3.02,4.25,1.96,Sports Professional
3.73,1.06,2.48,6.18,0.32,1.2,7.01,4.18,4.23,6.53,Lawyer
0.14,1.76,3.2,6.48,0.0,2.44,4.29,3.45,1.33,7.55,Manager
2.32,1.36,2.62,3.81,8.08,4.87,3.61,6.26,2.36,2.31,Sports Professional
2.01,3.98,2.34,5.32,1.13,3.86,7.15,5.08,3.2,4.89,Lawyer
4.12,0.67,4.84,0.38,0.0,2.04,5.38,3.12,6.4,3.7,Researcher
2.48,1.36,4.47,4.99,3.15,1.71,7.96,2.99,4.16,7.63,Lawyer
0.35,1.11,1.18,3.85,9.04,2.9,3.92,4.46,1.48,3.33,Sports Professional
4.77,1.42,6.93,1.2,0.23,3.27,2.29,0.93,3.79,4.4,Analyst
4.5,2.03,7.04,2.1,1.07,0.99,1.72,2.19,4.47,5.28,Analyst
2.38,2.01,3.69,8.44,0.57,0.76,4.06,4.78,1.76,7.83,Manager
1.57,9.51,0.69,3.07,2.11,0.0,4.94,1.94,1.21,0.23,Designer
4.1,3.24,4.45,1.02,1.61,1.46,5.3,3.2,8.52,3.28,Researcher
2.0,1.1,4.48,8.69,0.21,1.83,4.01,5.3,3.45,4.98,Manager
8.6,3.02,5.3,0.64,0.67,1.98,3.7,2.89,2.56,0.99,Developer
4.1,1.0,8.39,2.91,1.83,1.22,2.41,1.03,3.82,3.56,Analyst
0.69,2.59,1.52,5.41,8.52,3.87,3.69,2.18,2.68,2.92,Sports Professional
0.89,3.51,2.66,4.58,3.17,4.35,5.31,7.91,2.15,2.41,Educator
0.65,2.1,2.25,4.4,0.97,3.81,5.48,3.24,5.11,3.36,Lawyer
7.93,2.99,5.99,1.27,0.89,1.3,2.08,0.0,2.79,1.23,Developer
1.77,2.41,2.98,4.56,0.92,3.3,8.43,3.37,3.0,4.08,Lawyer
3.29,1.09,5.31,0.5,2.38,1.72,7.11,4.73,8.48,1.62,Researcher
0.54,2.09,3.6,2.39,2.55,7.15,2.93,3.98,4.75,2.11,Healthcare Professional
0.0,0.52,2.11,1.38,2.98,6.21,2.81,4.73,5.74,1.9,Healthcare Professional
2.89,0.42,4.5,4.73,0.0,1.64,9.02,3.01,4.81,5.07,Lawyer
2.97,2.85,6.56,1.6,7.24,1.99,0.36,0.87,3.34,3.32,Engineer
0.15,2.1,2.3,3.73,0.12,6.39,3.44,9.39,3.13,3.38,Educator
6.67,1.28,4.62,2.45,0.15,3.37,2.44,1.67,2.23,2.63,Developer
4.18,2.33,7.55,3.19,0.0,2.99,3.47,3.22,4.29,4.49,Analyst
0.78,1.46,4.3,7.2,0.32,3.65,8.69,4.07,4.89,4.16,Lawyer
1.35,2.62,1.82,4.87,9.63,1.79,0.34,5.07,1.24,1.26,Sports Professional
3.87,2.12,6.36,0.75,1.3,3.33,6.23,3.46,9.25,3.21,Researcher
5.66,1.91,6.73,3.11,0.73,2.06,0.54,2.0,3.09,3.54,Analyst
1.72,2.5,4.03,6.23,1.74,2.27,3.43,3.83,1.7,5.33,Manager
1.29,1.73,2.44,2.07,1.38,7.71,1.91,4.37,6.18,2.78,Healthcare Professional
0.6,1.25,4.37,5.83,2.41,2.89,8.98,3.85,4.84,5.68,Lawyer
0.05,2.69,2.67,5.39,8.75,3.98,2.37,6.12,2.26,4.3,Sports Professional
0.24,2.28,3.82,5.77,0.7,6.05,4.64,8.65,3.8,1.5,Educator
5.76,3.57,6.0,1.75,7.34,1.08,2.4,3.35,3.07,3.51,Engineer
6.1,2.07,9.72,2.47,0.81,2.28,2.68,2.08,4.77,4.52,Analyst
3.1,3.09,4.25,0.34,0.61,3.05,5.23,4.04,6.2,0.32,Researcher
3.72,0.0,6.72,3.51,7.46,1.08,2.07,1.29,3.89,2.79,Engineer
1.98,3.41,3.33,5.28,2.03,6.18,3.97,7.26,3.79,2.4,Educator
5.05,1.37,5.48,1.9,1.52,2.83,3.62,4.69,7.91,2.55,Researcher
3.01,2.13,7.3,2.44,6.31,1.23,2.74,1.98,4.82,3.7,Engineer
1.47,2.35,2.97,6.17,1.25,3.99,3.65,5.91,1.32,6.69,Manager
5.32,2.03,7.62,1.15,0.5,1.97,3.4,3.1,3.39,3.25,Analyst
4.82,1.78,4.23,3.78,1.61,0.97,7.18,4.51,9.44,4.29,Researcher
1.32,2.03,6.21,1.55,8.39,2.07,1.08,1.73,4.4,3.0,Engineer
1.42,2.79,3.53,7.65,0.65,1.61,3.92,4.54,0.94,6.44,Manager
1.85,1.33,4.48,3.19,1.3,7.02,3.42,4.12,6.61,0.11,Healthcare Professional
0.96,2.61,1.5,1.75,2.18,8.43,3.72,4.58,4.93,2.69,Healthcare Professional
6.9,2.45,4.55,0.0,1.18,1.55,2.24,0.0,2.68,0.0,Developer
2.18,1.67,2.23,4.71,9.5,3.67,1.59,4.25,1.75,2.52,Sports Professional
1.82,1.52,1.88,4.19,8.06,4.66,0.92,4.46,2.32,2.39,Sports Professional
3.69,1.56,9.06,1.62,0.0,2.88,4.08,2.39,3.46,4.11,Analyst
0.0,0.47,4.58,4.3,2.44,8.28,0.74,3.33,5.73,1.85,Healthcare Professional
2.44,2.04,3.4,8.36,1.9,0.0,4.58,4.53,0.82,7.29,Manager
1.78,2.6,1.89,6.49,1.8,2.79,2.61,5.22,2.09,7.2,Manager
0.0,1.73,2.2,4.24,9.79,3.36,1.12,2.46,2.21,3.39,Sports Professional
0.8,7.33,2.47,2.01,2.35,1.66,2.18,3.93,1.92,2.55,Designer
0.73,3.59,4.38,3.45,2.07,8.48,3.24,4.38,5.32,4.11,Healthcare Professional
3.94,2.06,4.24,3.14,1.45,1.49,4.63,3.98,8.94,3.43,Researcher
3.93,0.86,4.89,3.14,1.1,1.77,5.82,4.09,7.6,2.46,Researcher
4.72,0.99,7.24,2.65,0.61,3.7,2.25,3.06,4.27,4.49,Analyst
3.81,2.31,6.19,2.48,8.94,1.22,2.0,1.79,4.26,3.64,Engineer
2.3,7.48,2.7,1.49,2.77,1.39,3.1,2.67,1.44,0.0,Designer
2.62,6.18,1.2,1.7,2.13,3.75,2.29,0.73,2.36,2.69,Designer
6.58,1.33,7.21,2.45,0.38,2.49,0.87,1.52,4.24,4.24,Analyst
0.25,1.81,3.41,6.39,1.33,2.25,4.4,4.75,2.66,6.34,Manager
0.0,1.28,3.88,5.27,7.03,3.2,1.1,5.75,0.0,2.75,Sports Professional
0.72,1.5,1.94,4.15,1.1,5.56,4.24,9.35,4.95,2.09,Educator
0.87,2.56,1.05,5.25,7.54,2.73,2.48,3.43,2.74,1.28,Sports Professional
2.77,1.3,1.98,6.46,0.65,2.31,8.13,2.77,3.04,4.95,Lawyer
3.15,2.48,5.78,0.81,9.05,0.75,2.16,3.12,1.39,2.54,Engineer
0.0,2.3,4.31,4.86,1.06,8.11,3.69,3.77,5.49,0.82,Healthcare Professional
2.84,1.53,6.41,2.87,0.0,1.89,2.83,1.57,3.85,4.26,Analyst
0.96,2.8,2.73,3.8,7.52,4.89,2.9,4.27,0.0,2.09,Sports Professional
